Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.542,2.504827491,,,
01.544,2.725405843,,,
01.546,2.64662786,,,
01.548,2.37090492,,,
01.550,2.047915191,,,
01.552,1.787947848,,,
01.554,2.032159594,,,
01.556,2.087304182,,,
01.558,2.166082165,,,
01.560,2.284249139,,,
01.562,2.402416113,,,
01.564,2.544216482,,,
01.566,2.410293912,,,
01.568,2.18971556,,,
01.570,1.91399262,,,
01.572,1.748558856,,,
01.574,2.0085262,,,
01.576,1.984892805,,,
01.578,2.134570972,,,
01.580,2.181837762,,,
01.582,2.126693174,,,
01.584,2.4654385,,,
01.586,2.292126938,,,
01.588,2.134570972,,,
01.590,1.803703444,,,
01.592,1.73280326,,,
01.594,1.906114822,,,
01.596,1.890359225,,,
01.598,1.96125941,,,
01.600,2.150326569,,,
01.602,2.126693174,,,
01.604,2.339393727,,,
01.606,2.221226753,,,
01.608,2.110937577,,,
01.610,1.78007005,,,
01.612,1.772192251,,,
01.614,1.96125941,,,
01.616,1.91399262,,,
01.618,1.921870419,,,
01.620,2.150326569,,,
01.622,2.229104551,,,
01.624,2.378782719,,,
01.626,2.173959963,,,
01.628,2.071548586,,,
01.630,1.740681058,,,
01.632,1.819459041,,,
01.634,1.929748217,,,
01.636,1.858848032,,,
01.638,1.953381612,,,
01.640,2.103059779,,,
01.642,2.229104551,,,
01.644,2.386660517,,,
01.646,2.284249139,,,
01.648,2.095181981,,,
01.650,1.73280326,,,
01.652,1.756436655,,,
01.654,1.906114822,,,
01.656,2.000648401,,,
01.658,2.040037393,,,
01.660,2.118815375,,,
01.662,2.181837762,,,
01.664,2.37090492,,,
01.666,2.197593358,,,
01.668,2.150326569,,,
01.670,1.73280326,,,
01.672,1.803703444,,,
01.674,1.906114822,,,
01.676,1.984892805,,,
01.678,1.953381612,,,
01.680,2.079426384,,,
01.682,2.244860148,,,
01.684,2.244860148,,,
01.686,2.158204367,,,
01.688,2.071548586,,,
01.690,1.717047663,,,
01.692,1.843092436,,,
01.694,1.945503813,,,
01.696,1.953381612,,,
01.698,2.047915191,,,
01.700,2.158204367,,,
01.702,2.244860148,,,
01.704,2.355149324,,,
01.706,2.14244877,,,
01.708,2.024281796,,,
01.710,1.630391882,,,
01.712,1.811581243,,,
01.714,1.882481427,,,
01.716,1.898237024,,,
01.718,2.0085262,,,
01.720,2.118815375,,,
01.722,2.355149324,,,
01.724,2.347271526,,,
01.726,2.134570972,,,
01.728,1.937626015,,,
01.730,1.567369496,,,
01.732,1.866725831,,,
01.734,1.929748217,,,
01.736,1.977015007,,,
01.738,2.103059779,,,
01.740,2.103059779,,,
01.742,2.307882534,,,
01.744,2.300004736,,,
01.746,2.134570972,,,
01.748,1.882481427,,,
01.750,1.543736101,,,
01.752,1.811581243,,,
01.754,1.843092436,,,
01.756,1.91399262,,,
01.758,2.087304182,,,
01.760,2.134570972,,,
01.762,2.363027122,,,
01.764,2.339393727,,,
01.766,2.087304182,,,
01.768,1.858848032,,,
01.770,1.583125093,,,
01.772,1.874603629,,,
01.774,1.835214638,,,
01.776,1.921870419,,,
01.778,2.110937577,,,
01.780,2.087304182,,,
01.782,2.300004736,,,
01.784,2.315760332,,,
01.786,2.079426384,,,
01.788,1.850970234,,,
01.790,1.567369496,,,
01.792,1.827336839,,,
01.794,1.874603629,,,
01.796,1.921870419,,,
01.798,2.047915191,,,
01.800,2.103059779,,,
01.802,2.331515929,,,
01.804,2.307882534,,,
01.806,2.047915191,,,
01.808,1.772192251,,,
01.810,1.5516139,,,
01.812,1.819459041,,,
01.814,1.858848032,,,
01.816,1.858848032,,,
01.818,1.953381612,,,
01.820,2.095181981,,,
01.822,2.260615744,,,
01.824,2.260615744,,,
01.826,2.047915191,,,
01.828,1.73280326,,,
01.830,1.559491698,,,
01.832,1.827336839,,,
01.834,1.740681058,,,
01.836,1.921870419,,,
01.838,2.024281796,,,
01.840,2.016403998,,,
01.842,2.323638131,,,
01.844,2.205471157,,,
01.846,2.103059779,,,
01.848,1.717047663,,,
01.850,1.472835917,,,
01.852,1.73280326,,,
01.854,1.73280326,,,
01.856,1.874603629,,,
01.858,1.992770603,,,
01.860,2.024281796,,,
01.862,2.292126938,,,
01.864,2.181837762,,,
01.866,1.977015007,,,
01.868,1.701292067,,,
01.870,1.5516139,,,
01.872,1.78007005,,,
01.874,1.772192251,,,
01.876,1.787947848,,,
01.878,1.977015007,,,
01.880,2.040037393,,,
01.882,2.244860148,,,
01.884,2.118815375,,,
01.886,2.024281796,,,
01.888,1.772192251,,,
01.890,1.512224908,,,
01.892,1.717047663,,,
01.894,1.717047663,,,
01.896,1.921870419,,,
01.898,1.992770603,,,
01.900,2.150326569,,,
01.902,2.268493543,,,
01.904,2.071548586,,,
01.906,1.929748217,,,
01.908,1.638269681,,,
01.910,1.567369496,,,
01.912,1.740681058,,,
01.914,1.756436655,,,
01.916,1.827336839,,,
01.918,1.969137208,,,
01.920,2.016403998,,,
01.922,2.268493543,,,
01.924,2.024281796,,,
01.926,1.874603629,,,
01.928,1.622514084,,,
01.930,1.717047663,,,
01.932,1.795825646,,,
01.934,1.803703444,,,
01.936,1.906114822,,,
01.938,2.063670788,,,
01.940,2.103059779,,,
01.942,2.244860148,,,
01.944,2.024281796,,,
01.946,1.977015007,,,
01.948,1.543736101,,,
01.950,1.638269681,,,
01.952,1.811581243,,,
01.954,1.787947848,,,
01.956,1.78007005,,,
01.958,2.055792989,,,
01.960,2.205471157,,,
01.962,2.292126938,,,
01.964,2.103059779,,,
01.966,1.953381612,,,
01.968,1.598880689,,,
01.970,1.764314453,,,
